"","row","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","",13073.0983990131,1.60066009699357,0.184049068986439,8.69692036916258,3.41012567060031e-18,1.97660334888467e-17
"2","1-aminocyclopropane-1-carboxylate",0.286827346449215,0.349446538297759,0.679401534687129,0.514344640770766,0.607011056269365,0.667215172895973
"3","3-hydroxy-3-methylglutaryl-Coenzyme",0.102431452222336,-0.536823299378553,1.45429786600759,-0.369128850372495,0.712031685596474,NA
"4","3-hydroxyisobutyryl-Coenzyme",0.162323563561036,-0.671481992655428,0.975672463724771,-0.688224806603589,0.491311224745111,NA
"5","40S",13.6839100259551,0.336381778218952,0.210249283844773,1.59991878244542,0.109616602007701,0.146626347891692
"6","5-azacytidine",0.628028876009268,1.21049100443375,0.524124023411713,2.30955069861944,0.0209130417687741,0.0316697329588596
"7","5-nucleotidase
ENST00000554348.2	ENSG00000258411.2	RAP1B,
ENST00000604589.1	ENSG00000270912.1	RPS28P1
ENST00000604597.1	ENSG00000271511.1	translocase
ENST00000475247.2	ENSG00000241651.4	ribosomal
ENST00000427031.1	ENSG00000225147.1	RPS12P10
ENST00000405282.1	ENSG00000216444.1	RAET1M
ENST00000505641.2	ENSG00000250213.2	COX17
ENST00000513004.1	ENSG00000249582.1	RPL7L1P4
ENST00000571150.1	ENSG00000262759.1	MRPS21P9
ENST00000605098.1	ENSG00000271177.1	MAP/microtubule
ENST00000549998.1	ENSG00000258206.1	TM2
ENST00000414265.1	ENSG00000231723.1	CAPZBP1
ENST00000547726.2	ENSG00000257851.2	HNRNPA3P10
ENST00000427200.1	ENSG00000233752.1	RPL21P36
ENST00000404229.1	ENSG00000218499.1	pseudogene
ENST00000546447.1	ENSG00000257648.1	CYCSP30
ENST00000549280.1	ENSG00000237176.4	poly(A)
ENST00000419509.1	ENSG00000235429.1	ribosomal
ENST00000438279.1	ENSG00000226066.1	ZP3P2
ENST00000480579.2	ENSG00000242206.2	RPS26P35
ENST00000406314.1	ENSG00000219867.1	ras
ENST00000446914.2	ENSG00000233877.2	SIPL
ENST00000563717.2	ENSG00000261429.2	DPPA2P4
ENST00000423464.1	ENSG00000234080.3	ribosomal
ENST00000446360.1	ENSG00000238081.1	chromosome
ENST00000442855.2	ENSG00000234784.2	NADH
ENST00000394513.2	ENSG00000223905.1	peroxiredoxin
ENST00000421341.2	ENSG00000229486.2	nuclear
ENST00000429660.1	ENSG00000223683.1	RPSAP65
ENST00000511117.1	ENSG00000249970.1	ribosomal
ENST00000515870.1	ENSG00000250655.1	talin
ENST00000431410.1	ENSG00000213130.3	EEF1DP5
ENST00000407663.1	ENSG00000220733.1	MTND3P20
ENST00000459634.1	ENSG00000241411.1	ribosomal
ENST00000585581.1	ENSG00000267471.1	member
ENST00000572529.1	ENSG00000261882.1	phosphatase
ENST00000510707.1	ENSG00000214980.4	pleiomorphic
ENST00000509116.1	ENSG00000250144.1	eukaryotic
ENST00000573941.1	ENSG00000262651.1	ribosomal
ENST00000406019.1	ENSG00000220557.1	HMGB1P13
ENST00000442343.1	ENSG00000231368.1	RPSAP40
ENST00000404167.1	ENSG00000216710.1	COX6A1P3
ENST00000502554.2	ENSG00000249741.2	salvador
ENST00000477363.1	ENSG00000239602.1	RPL35AP16
ENST00000517810.1	ENSG00000254065.1	ubiquitin-conjugating
ENST00000518830.2	ENSG00000254037.2	zinc
ENST00000422478.3	ENSG00000227514.3	ribosomal
ENST00000550617.1	ENSG00000258153.1	HSPE1P4
ENST00000557146.1	ENSG00000258527.1	ASB9P1
ENST00000504996.1	ENSG00000234568.3	BIN2P1
ENST00000605166.1	ENSG00000270986.1	HMGB1P51
ENST00000493084.1	ENSG00000227753.3	ribosomal
ENST00000442838.2	ENSG00000235165.2	CDK5P1
ENST00000615580.1	ENSG00000276413.1	cullin
ENST00000402907.1	ENSG00000217648.1	pseudogene
ENST00000526967.1	ENSG00000255280.1	ribosomal
ENST00000468627.1	ENSG00000244429.1	Sjogren
ENST00000467631.1	ENSG00000240138.1	EEF1GP4
ENST00000507811.2	ENSG00000251286.2	metallophosphoesterase
ENST00000520688.1	ENSG00000253756.1	CARS1P2
ENST00000504217.1	ENSG00000250293.1	CRYZP2
ENST00000502915.1	ENSG00000248795.1	NIN1/RPN12
ENST00000510231.1	ENSG00000249072.1	novel
ENST00000489069.1	ENSG00000241261.1	RPL17P19
ENST00000510162.1	ENSG00000250672.1	tripartite
ENST00000506002.1	ENSG00000249119.1	MTND6P4
ENST00000514795.2	ENSG00000249038.2	AARS1P1
ENST00000603971.1	ENSG00000271585.1	SELENOTP2
ENST00000504370.1	ENSG00000251235.3	SNRPCP2
ENST00000490852.1	ENSG00000239408.1	pseudogene
ENST00000562640.1	ENSG00000260395.1	islet
ENST00000565969.1	ENSG00000260452.1	TPRKBP2
ENST00000513369.2	ENSG00000250982.2	GAPDHP35
ENST00000492517.1	ENSG00000243853.1	ALDH7A1P3
ENST00000454627.1	ENSG00000235967.1	COX5BP3
ENST00000507622.2	ENSG00000248448.2	COX5BP1
ENST00000504408.1	ENSG00000249522.1	novel
ENST00000605126.1	ENSG00000270512.1	ribosomal
ENST00000478788.1	ENSG00000240132.1	ETF1P2
ENST00000603787.1	ENSG00000271623.1	PRKC,
ENST00000562287.1	ENSG00000261089.1	CDC37P2
ENST00000423010.1	ENSG00000229567.1	ribosomal
ENST00000468910.1	ENSG00000242456.1	MTCO3P38
ENST00000441083.1	ENSG00000225191.1	adaptor-related
ENST00000439081.1	ENSG00000226205.1	RPS3AP27
ENST00000426952.2	ENSG00000232048.2	HNRNPCP9
ENST00000417179.1	ENSG00000229858.2	armadillo
ENST00000433311.2	ENSG00000232857.2	KATNBL1P2
ENST00000604296.1	ENSG00000271495.1	ependymin
ENST00000420734.1	ENSG00000235251.2	pseudogene
ENST00000418396.1	ENSG00000231371.1	AKR1B1P8
ENST00000424316.1	ENSG00000234558.1	API5P1
ENST00000442005.1	ENSG00000236928.3	GrpE-like
ENST00000423226.1	ENSG00000214035.3	karyopherin
ENST00000397213.2	ENSG00000214003.2	ATP5PBP3
ENST00000587229.2	ENSG00000266899.2	AKR1B1P7
ENST00000621170.1	ENSG00000275862.1	heterogeneous
ENST00000471495.1	ENSG00000242036.1	cytochrome
ENST00000492269.1	ENSG00000240804.1	NPM1P28
ENST00000466133.1	ENSG00000184100.6	BRD7P2
ENST00000468074.1	ENSG00000240695.1	DnaJ
ENST00000407196.1	ENSG00000218631.1	novel
ENST00000564603.1	ENSG00000259982.1	CDC37P1
ENST00000604632.1	ENSG00000270424.1	PRKC,
ENST00000494693.1	ENSG00000244571.1	RPS6P4
ENST00000469929.1	ENSG00000240634.1	ribosomal
ENST00000445929.1	ENSG00000225795.1	pseudogene
ENST00000436385.2	ENSG00000231866.2	chromosome
ENST00000463122.1	ENSG00000224831.3	TMEM183B
ENST00000489121.1	ENSG00000240668.1	KRT8P36
ENST00000462872.1	ENSG00000244249.1	ribosomal
ENST00000461049.1	ENSG00000242583.1	KMT5AP3
ENST00000433953.2	ENSG00000229687.2	ribosomal
ENST00000423288.1	ENSG00000238040.1	SALL4P2
ENST00000402743.2	ENSG00000233514.1	small
ENST00000480555.1	ENSG00000239397.1	ribosomal
ENST00000553035.1	ENSG00000257820.1	MRPS6P4
ENST00000435784.2	ENSG00000235055.3	sirtuin
ENST00000548270.1	ENSG00000186076.5	phosphoglycerate
ENST00000511084.1	ENSG00000213488.4	ribosomal
ENST00000490941.1	ENSG00000240704.1	KLF7P1
ENST00000596369.1	ENSG00000269576.1	HNRNPMP2
ENST00000494739.1	ENSG00000239227.1	pseudogene
ENST00000461814.1	ENSG00000241929.1	WD
ENST00000522047.1	ENSG00000253621.1	RPSAP74
ENST00000519282.1	ENSG00000224722.3	serine/arginine
ENST00000483263.1	ENSG00000243939.1	ribosomal
ENST00000466500.1	ENSG00000224962.4	PSAT1P4
ENST00000619270.1	ENSG00000275506.1	H3P25
ENST00000504283.1	ENSG00000248722.1	AK3P4
ENST00000514280.1	ENSG00000248569.1	mediator
ENST00000507234.1	ENSG00000250526.1	CCT6P2
ENST00000457642.1	ENSG00000234927.1	HMGN1P18
ENST00000465035.1	ENSG00000241874.1	TOMM22P6
ENST00000520656.1	ENSG00000254294.1	IMPDH1P6
ENST00000504252.1	ENSG00000248351.1	HSPD1P18
ENST00000597106.1	ENSG00000269014.1	heterogeneous
ENST00000473644.1	ENSG00000244273.1	PGBD4P1
ENST00000489829.1	ENSG00000241926.1	MTCO1P55
ENST00000679777.1	ENSG00000288680.1	mitochondrially
ENST00000479327.1	ENSG00000240925.1	RPS20P31
ENST00000560431.2	ENSG00000259173.2	ATP
ENST00000558737.2	ENSG00000259557.2	HMGN1P26
ENST00000472975.1	ENSG00000240238.1	ribosomal
ENST00000594522.1	ENSG00000269794.1	zinc
ENST00000557228.2	ENSG00000258925.2	NPM1P5
ENST00000435986.1	ENSG00000229316.1	HMGB1P45
ENST00000556012.1	ENSG00000259057.1	THRAP3P2
ENST00000511037.1	ENSG00000248923.1	MTND5P11
ENST00000510713.2	ENSG00000248295.2	DDX43P1
ENST00000487608.1	ENSG00000239413.1	RPS27P23
ENST00000502851.1	ENSG00000251544.1	MTND5P12
ENST00000555951.1	ENSG00000258681.1	AKT
ENST00000621665.1	ENSG00000278301.1	GRAMD4P3
ENST00000613638.1	ENSG00000274649.1	NIMA-related
ENST00000547023.1	ENSG00000257432.1	NIMA-related
ENST00000550183.2	ENSG00000258324.2	chromosome
ENST00000551999.2	ENSG00000257751.2	pleckstrin
ENST00000550646.2	ENSG00000257846.2	single
ENST00000549782.1	ENSG00000258080.1	ARHGAP42P4
ENST00000472160.1	ENSG00000240534.1	RPL34P17
ENST00000514125.1	ENSG00000248209.1	TAF10
ENST00000554965.1	ENSG00000259016.1	ATPase,
ENST00000589465.1	ENSG00000267678.1	sema
ENST00000576706.1	ENSG00000263125.1	ARL2BPP8
ENST00000471152.1	ENSG00000234851.4	RPL23AP42
ENST00000467158.1	ENSG00000242151.1	DYNLL1P5
ENST00000523708.1	ENSG00000253543.1	zinc
ENST00000399037.2	ENSG00000214815.2	IMPDH1P3
ENST00000447700.1	ENSG00000225918.1	RPL7P59
ENST00000462471.1	ENSG00000244565.1	POLR2DP2
ENST00000418056.1	ENSG00000233263.1	CAPZA1P4
ENST00000603744.1	ENSG00000270764.1	ribosomal
ENST00000570895.1	ENSG00000262135.1	GARS1P1
ENST00000461513.1	ENSG00000187504.6	RPL7P48
ENST00000425440.1	ENSG00000231688.1	RPL21P43
ENST00000550326.1	ENSG00000257405.1	CDGSH
ENST00000400949.4	ENSG00000274879.1	zinc
ENST00000539977.1	ENSG00000255642.1	PABPC1P4
ENST00000549057.1	ENSG00000258173.1	makorin
ENST00000614906.1	ENSG00000275419.1	La
ENST00000407887.1	ENSG00000219622.1	alpha-methylacyl-CoA
ENST00000398779.2	ENSG00000214684.2	ANKRD49P4
ENST00000515260.2	ENSG00000250474.2	WBP1LP2
ENST00000432656.2	ENSG00000224354.2	MTND2P5
ENST00000541161.1	ENSG00000256353.1	N(alpha)-acetyltransferase
ENST00000452998.1	ENSG00000227499.1	pseudogene
ENST00000456768.1	ENSG00000233272.1	PNPT1P2
ENST00000546648.1	ENSG00000257885.1	PHBP18
ENST00000544753.2	ENSG00000256563.2	NANOGNBP2
ENST00000549333.2	ENSG00000238168.5	IFITM3P5
ENST00000450381.1	ENSG00000235308.1	novel
ENST00000416175.1	ENSG00000235829.1	TBCAP2
ENST00000430724.2	ENSG00000226745.2	OAZ1P1
ENST00000605600.2	ENSG00000270259.2	DSN1,
ENST00000550213.2	ENSG00000257691.2	MPV17
ENST00000567219.1	ENSG00000260514.1	ribosomal
ENST00000560719.2	ENSG00000259208.2	ribosomal
ENST00000616254.1	ENSG00000277795.1	novel
ENST00000561005.1	ENSG00000259270.1	SIN3
ENST00000448326.1	ENSG00000226112.1	FCF1P4
ENST00000420997.1	ENSG00000234349.1	GLUD1P9
ENST00000423683.1	ENSG00000236343.1	EI24P4
ENST00000435663.1	ENSG00000228948.2	SLC25A6P5
ENST00000602729.1	ENSG00000228948.2	SLC25A6P5
ENST00000438594.2	ENSG00000223904.2	HMGB1P12
ENST00000448200.1	ENSG00000234001.1	dynein,
ENST00000427253.1	ENSG00000233287.1	ribosomal
ENST00000448271.1	ENSG00000229939.1	novel
ENST00000473326.1	ENSG00000235459.5	RPS26P31
ENST00000432307.1	ENSG00000225031.1	EIF4BP7
ENST00000428997.1	ENSG00000228143.2	pseudogene
ENST00000603130.1	ENSG00000270507.1	transmembrane
ENST00000423265.1	ENSG00000238037.1	OOSP1P1
ENST00000474435.1	ENSG00000240824.1	MTND3P7
ENST00000483112.1	ENSG00000239351.1	NPM1P29
ENST00000487630.1	ENSG00000242321.1	RPL23AP40
ENST00000585825.1	ENSG00000267083.1	KRT18P61
ENST00000444758.1	ENSG00000231562.1	ribosomal
ENST00000445213.1	ENSG00000227358.1	proteasome
ENST00000416316.1	ENSG00000226592.1	cytoskeleton-associated
ENST00000446226.2	ENSG00000237631.2	PARK7P2
ENST00000432132.2	ENSG00000224546.2	EIF4BP3
ENST00000426082.1	ENSG00000231810.1	RPL36AP35
ENST00000451069.1	ENSG00000213556.3	ATP
ENST00000404458.1	ENSG00000220370.1	ribosomal
ENST00000559372.1	ENSG00000259228.1	HNRNPA1P62
ENST00000402607.2	ENSG00000220730.2	H3P27
ENST00000331871.3	ENSG00000182625.3	guanine
ENST00000505622.1	ENSG00000250825.1	PGAM1P12
ENST00000613393.1	ENSG00000278317.1	H3P46
ENST00000427955.1	ENSG00000181511.5	GLRX5P1
ENST00000485521.1	ENSG00000213180.4	RPL36AP48
ENST00000509735.1	ENSG00000248231.1	KRT8P4
ENST00000521638.1	ENSG00000253119.1	HNRNPA3P7
ENST00000513196.1	ENSG00000248853.1	novel
ENST00000439124.1	ENSG00000213309.3	RPL9P18
ENST00000401037.3	ENSG00000215878.3	MARCKSL1P2
ENST00000502445.1	ENSG00000250540.1	torsin
ENST00000402084.1	ENSG00000220237.1	RPS24P12
ENST00000404319.1	ENSG00000218428.1	NIP7P3
ENST00000415278.1	ENSG00000228502.1	EEF1A1P11
ENST00000440164.1	ENSG00000225568.1	pseudogene
ENST00000465398.1	ENSG00000243761.1	RPL32P4
ENST00000603614.1	ENSG00000271277.1	phosphoglycerate
ENST00000434808.1	ENSG00000236888.1	RPS20P5
ENST00000455484.2	ENSG00000232015.2	HSPE1P25
ENST00000454959.1	ENSG00000227284.2	MARK2P10
ENST00000456070.1	ENSG00000230828.1	novel
ENST00000503202.1	ENSG00000250325.1	IGBP1P4
ENST00000520639.1	ENSG00000253886.1	Vacuolar
ENST00000503897.1	ENSG00000249285.1	novel
ENST00000515438.1	ENSG00000249448.1	MTCO1P24
ENST00000521201.1	ENSG00000254328.1	coiled-coil
ENST00000460281.1	ENSG00000244076.1	ribosomal
ENST00000512356.1	ENSG00000248591.1	cerebellar
ENST00000604391.1	ENSG00000271482.1	peroxiredoxin
ENST00000438972.1	ENSG00000236386.1	capping
ENST00000634247.1	ENSG00000283041.1	eukaryotic
ENST00000456604.1	ENSG00000234658.1	ribosomal
ENST00000406065.2	ENSG00000226045.1	glutamyl-tRNA(Gln)
ENST00000424916.1	ENSG00000232968.1	EIF4EP4
ENST00000427081.2	ENSG00000237279.2	H3P2
ENST00000421179.1	ENSG00000237821.1	ST13P7
ENST00000523778.1	ENSG00000253336.1	hydroxysteroid
ENST00000405336.1	ENSG00000220725.1	NIFU-like
ENST00000438864.1	ENSG00000233129.1	pseudogene
ENST00000582714.1	ENSG00000264093.1	keratin
ENST00000604690.1	ENSG00000270324.1	ribosomal
ENST00000456901.1	ENSG00000231839.1	DPY19L4P2
ENST00000428618.1	ENSG00000237501.1	pseudogene
ENST00000339545.4	ENSG00000226999.1	novel
ENST00000543528.1	ENSG00000255909.1	PDCD5P1
ENST00000423896.1	ENSG00000234071.1	metaxin
ENST00000402379.1	ENSG00000220514.1	MTND4LP20
ENST00000481075.1	ENSG00000244024.1	LARP7P4
ENST00000495689.1	ENSG00000243838.1	PSMC1P7
ENST00000448700.2	ENSG00000233557.2	NFU1P2
ENST00000433990.1	ENSG00000237897.2	matrin
ENST00000402702.2	ENSG00000217160.2	MTCO2P31
ENST00000404107.1	ENSG00000220181.1	MTRES1P1
ENST00000398586.2	ENSG00000214563.2	GAPDHP15
ENST00000454686.1	ENSG00000213500.3	LAP3P2
ENST00000406807.2	ENSG00000219553.2	coiled-coil
ENST00000521340.1	ENSG00000254114.1	HMGN1P28
ENST00000568872.1	ENSG00000261624.1	NDUFB10P2
ENST00000406055.1	ENSG00000220110.1	ribosomal
ENST00000435954.2	ENSG00000213335.4	CLNS1AP1
ENST00000434104.1	ENSG00000213076.3	SNARE
ENST00000591685.2	ENSG00000267355.2	RPL9P29
ENST00000461060.1	ENSG00000226439.3	ribosomal
ENST00000402808.1	ENSG00000220347.1	H3P28
ENST00000414101.1	ENSG00000230497.2	EEF1B2P8
ENST00000468675.1	ENSG00000244004.1	RPS3AP19
ENST00000504640.2	ENSG00000249262.2	mitochondrial
ENST00000488218.1	ENSG00000244515.1	KRT18P34
ENST00000508390.1	ENSG00000248530.1	BCL2L12P1
ENST00000529287.1	ENSG00000255033.1	SERPINA15P
ENST00000334716.3	ENSG00000187103.3	FUNDC2P3
ENST00000402039.1	ENSG00000219146.1	RPS4XP8
ENST00000404330.1	ENSG00000219547.1	RPL17P25
ENST00000402078.1	ENSG00000216713.1	MTND4P13
ENST00000407763.2	ENSG00000219487.2	small
ENST00000486904.2	ENSG00000242431.2	ribosomal
ENST00000471666.1	ENSG00000213128.3	RPL32P31
ENST00000574529.1	ENSG00000263189.1	Zinc
ENST00000580257.1	ENSG00000263503.1	MAPK8IP1P2
ENST00000427194.1	ENSG00000238200.1	MGAT2P2
ENST00000407586.1	ENSG00000219314.1	ESD
ENST00000502593.2	ENSG00000225869.4	TNF
ENST00000507974.1	ENSG00000250253.3	ribosomal
ENST00000401578.2	ENSG00000218418.2	Rho
ENST00000416838.1	ENSG00000214653.4	HNRNPA3P3
ENST00000428947.1	ENSG00000230835.1	ribosomal
ENST00000443036.1	ENSG00000232128.1	MTCO3P45
ENST00000457867.1	ENSG00000237583.1	RPL34P8
ENST00000509441.1	ENSG00000251108.1	YBX1P5
ENST00000417974.1	ENSG00000237916.1	RPL37P12
ENST00000448261.1	ENSG00000235833.1	coiled-coil
ENST00000453250.1	ENSG00000227832.1	ST13P21
ENST00000423330.1	ENSG00000232172.1	RPL19
ENST00000506459.1	ENSG00000250076.1	MAPRE1P2
ENST00000444110.1	ENSG00000231384.1	nucleosome
ENST00000509133.1	ENSG00000227725.3	GCOM2
ENST00000507207.1	ENSG00000249764.1	translocase
ENST00000473114.1	ENSG00000241105.1	ribosomal
ENST00000605028.1	ENSG00000271509.1	small
ENST00000424302.1	ENSG00000225842.1	GGCTP3
ENST00000465359.1	ENSG00000241204.1	ribosomal
ENST00000605239.1	ENSG00000270775.1	eukaryotic
ENST00000434894.1	ENSG00000233707.3	RPL22P11
ENST00000518493.1	ENSG00000253971.1	CDC42P3
ENST00000603094.1	ENSG00000271113.1	thioredoxin-related
ENST00000455736.1	ENSG00000236674.1	DnaJ
ENST00000417156.1	ENSG00000224797.1	ribosomal
ENST00000490340.1	ENSG00000243402.1	ribosomal
ENST00000521058.1	ENSG00000253156.1	H2AZP7
ENST00000452117.1	ENSG00000232556.1	PRCPP1
ENST00000412047.1	ENSG00000231996.1	ribosomal
ENST00000604166.1	ENSG00000271602.1	KRT8P49
ENST00000467589.1	ENSG00000236592.5	S100A11P2
ENST00000567392.1	ENSG00000261778.1	mitochondrially
ENST00000444641.2	ENSG00000236146.2	novel
ENST00000448024.1	ENSG00000237055.1	MTCO1P48
ENST00000605371.1	ENSG00000271627.1	NKAIN1P2
ENST00000561747.2	ENSG00000260674.2	chromosome
ENST00000455962.2	ENSG00000176378.8	PFN1P10
ENST00000515379.1	ENSG00000220157.4	HNRNPA1P12
ENST00000495857.1	ENSG00000239317.1	RPL35AP17
ENST00000560907.1	ENSG00000259454.1	WBP1LP5
ENST00000465747.1	ENSG00000242295.1	ribosomal
ENST00000450768.1	ENSG00000230087.1	amphiphysin
ENST00000445629.1	ENSG00000236248.1	chromosome
ENST00000453646.1	ENSG00000226625.1	RBM17P1
ENST00000605859.1	ENSG00000271454.1	CAS1
ENST00000425044.1	ENSG00000243695.1	TGF
ENST00000441603.1	ENSG00000229534.1	HNRNPA1P53
ENST00000515696.1	ENSG00000249761.1	ubiquitin-conjugating
ENST00000521486.1	ENSG00000254158.1	F-box
ENST00000523947.1	ENSG00000253421.1	ZNHIT1P1
ENST00000521318.1	ENSG00000254255.1	RNA
ENST00000429280.1	ENSG00000229707.1	SKP1P3
ENST00000598909.1	ENSG00000269692.1	FKBP4P2
ENST00000611327.1	ENSG00000273994.1	SDR42E1P1
ENST00000423669.3	ENSG00000234720.3	ATP5F1AP8
ENST00000411517.2	ENSG00000226108.2	RAB28P1
ENST00000449433.2	ENSG00000232239.2	RBPJP5
ENST00000547375.2	ENSG00000258142.2	reticulon
ENST00000443558.1	ENSG00000229273.1	novel
ENST00000436337.1	ENSG00000232798.1	pseudogene
ENST00000429522.1	ENSG00000184961.5	RPL7AP49
ENST00000414297.1	ENSG00000237846.1	novel
ENST00000442149.1	ENSG00000236966.1	novel
ENST00000523552.1	ENSG00000254313.1	non-metastatic
ENST00000485679.1	ENSG00000243328.1	ribosomal
ENST00000522430.1	ENSG00000225259.4	ST13P6
ENST00000355719.4	ENSG00000224869.1	pseudogene
ENST00000546688.1	ENSG00000257480.1	MRPL2P1
ENST00000603413.1	ENSG00000271097.1	DBF4P3
ENST00000511857.1	ENSG00000250403.1	ribosomal
ENST00000420308.1	ENSG00000234812.1	melanoma
ENST00000560290.1	ENSG00000259500.1	KRT8P24
ENST00000485217.1	ENSG00000240237.1	ribosomal
ENST00000524051.1	ENSG00000253153.1	ribosomal
ENST00000443536.1	ENSG00000227069.1	CNN2P2
ENST00000453058.2	ENSG00000232433.2	GXYLT1P3
ENST00000621855.1	ENSG00000274157.1	calponin
ENST00000443044.1	ENSG00000229762.1	cell
ENST00000469405.1	ENSG00000239919.1	SNRPGP3
ENST00000487064.1	ENSG00000243864.1	RPS3AP50
ENST00000604368.1	ENSG00000270989.1	selenophosphate
ENST00000555663.1	ENSG00000258895.1	poly(A)
ENST00000506228.1	ENSG00000251001.1	peroxiredoxin
ENST00000509908.1	ENSG00000250956.1	eukaryotic
ENST00000484005.1	ENSG00000229721.3	ribosomal
ENST00000432816.1	ENSG00000233425.1	KRT18P67
ENST00000401024.2	ENSG00000215871.2	novel
ENST00000449769.1	ENSG00000231095.1	GYG1P3
ENST00000561045.1	ENSG00000259266.1	S
ENST00000559595.2	ENSG00000259614.2	TUBAP12
ENST00000404780.2	ENSG00000220694.2	ribosomal
ENST00000427423.1	ENSG00000231316.1	ribosomal
ENST00000414323.2	ENSG00000235299.2	MRPL53P1
ENST00000405812.2	ENSG00000216811.2	phosphoribosyl
ENST00000510646.1	ENSG00000213568.4	HNRNPA1P13
ENST00000549521.1	ENSG00000258112.1	CCNG2P1
ENST00000466800.1	ENSG00000244245.1	ribosomal
ENST00000542812.1	ENSG00000256708.1	mitochondrial
ENST00000511618.1	ENSG00000250247.1	SEPHS2P1
ENST00000604951.1	ENSG00000271488.1	RBM11P1
ENST00000518923.1	ENSG00000253224.1	PGAM5P1
ENST00000604280.1	ENSG00000270890.1	synaptophysin-like
ENST00000418798.1	ENSG00000234995.1	RPS3AP28
ENST00000523156.1	ENSG00000254076.1	nucleolar
ENST00000603038.1	ENSG00000270849.1	CHCHD2P3
ENST00000449019.2	ENSG00000236987.2	NDUFA5P8
ENST00000612597.1	ENSG00000276951.1	mastermind-like
ENST00000433858.3	ENSG00000232390.3	NDUFA5P1
ENST00000404620.2	ENSG00000218689.2	RPL5P21
ENST00000612290.1	ENSG00000273813.1	mastermind-like
ENST00000605278.1	ENSG00000271240.1	NIMA-related
ENST00000450173.1	ENSG00000237955.1	mitochondrial
ENST00000590286.1	ENSG00000267799.1	MAN1A2P1
ENST00000441051.1	ENSG00000232185.1	CNOT7P2
ENST00000447415.1	ENSG00000230721.1	ribosomal
ENST00000455561.1	ENSG00000228399.1	ribosomal
ENST00000446654.1	ENSG00000236776.1	RPL21P23
ENST00000435130.1	ENSG00000224685.1	ribosomal
ENST00000603635.1	ENSG00000270281.1	zinc
ENST00000594454.1	ENSG00000269681.1	carcinoembryonic
ENST00000392902.2	ENSG00000213216.2	ribosomal
ENST00000422282.2	ENSG00000225078.2	COP9
ENST00000453101.1	ENSG00000227513.1	ILRUNP1
ENST00000494226.1	ENSG00000242326.1	MCUR1P2
ENST00000442243.1	ENSG00000227842.1	EP300
ENST00000511083.1	ENSG00000251254.1	GTF2F2P1
ENST00000463671.1	ENSG00000213448.3	RPS23P2
ENST00000403074.2	ENSG00000219666.2	SMT3
ENST00000307155.5	ENSG00000205625.2	stathmin-like
ENST00000404344.2	ENSG00000218725.2	B3GALNT2P1
ENST00000413542.1	ENSG00000237003.1	ribosomal
ENST00000508165.1	ENSG00000248191.1	PES1P1
ENST00000514575.1	ENSG00000250813.1	SERF1AP1
ENST00000483312.1	ENSG00000243822.1	ribosomal
ENST00000470444.1	ENSG00000242178.1	MTND4P17
ENST00000484597.1	ENSG00000244381.1	SDHDP3
ENST00000432923.2	ENSG00000233983.2	chromosome
ENST00000636297.1	ENSG00000283197.1	mitochondrially
ENST00000533428.2	ENSG00000214424.5	FAM149B1P1
ENST00000521337.1	ENSG00000253970.1	MTND2P7
ENST00000605734.1	ENSG00000270236.1	adenylate
ENST00000512025.2	ENSG00000249960.2	embryonic
ENST00000509298.1	ENSG00000248459.1	ribosomal
ENST00000531775.1	ENSG00000255522.1	SNRPCP5
ENST00000426436.1	ENSG00000237226.1	RPS3AP39
ENST00000417526.2	ENSG00000223688.2	RPS24P14
ENST00000514583.2	ENSG00000248715.2	neuroblastoma
ENST00000525517.1	ENSG00000254877.1	cAMP-dependent
ENST00000505381.2	ENSG00000248735.2	R3HDM2P1
ENST00000402768.1	ENSG00000219806.1	ATP5PBP6
ENST00000617401.1	ENSG00000273640.1	WBP1LP8
ENST00000612976.1	ENSG00000275647.1	zinc
ENST00000418637.1	ENSG00000238055.1	ribosomal
ENST00000508655.2	ENSG00000251345.2	CDRT15P11
ENST00000403509.1	ENSG00000216347.1	RPL10P10
ENST00000438629.2	ENSG00000233551.2	LSM1P1
ENST00000529891.1	ENSG00000255381.1	protein
ENST00000503630.1	ENSG00000251340.1	MTCYBP35
ENST00000469825.1	ENSG00000240128.1	KRT18P43
ENST00000509390.1	ENSG00000248931.1	MTCYBP40
ENST00000498999.2	ENSG00000247627.2	MTND4P12
ENST00000519666.1	ENSG00000253861.1	SLC2A3P1
ENST00000531577.1	ENSG00000254799.1	SLC25A47P1
ENST00000532980.3	ENSG00000254704.3	macrophage
ENST00000404520.1	ENSG00000217377.1	AK4P5
ENST00000520558.1	ENSG00000224012.3	pseudogene
ENST00000515135.1	ENSG00000251051.1	ELL2P2
ENST00000558361.1	ENSG00000259257.1	Coiled-coil
ENST00000444055.1	ENSG00000225183.1	cytochrome
ENST00000420654.1	ENSG00000225018.1	pseudogene
ENST00000469748.1	ENSG00000220343.5	PPIAP74
ENST00000510488.1	ENSG00000215606.4	KRT18P35
ENST00000481770.1	ENSG00000241400.1	ribosomal
ENST00000460866.1	ENSG00000243675.1	RPL35AP9
ENST00000514722.1	ENSG00000249540.1	PHD
ENST00000419971.1	ENSG00000238026.1	transmembrane
ENST00000463169.1	ENSG00000241203.1	HMGN2P26
ENST00000612510.1	ENSG00000275339.1	mitogen-activated
